hectad,east,north,longitude,latitude
N19,210000,290000,-7.84876301722993,53.8594952943969
N20,220000,2e+05,-7.70249909555707,53.0505838415659
N21,220000,210000,-7.70187786813425,53.140436333808
N22,220000,220000,-7.70125331015605,53.2302874565668
N23,220000,230000,-7.7006253976141,53.3201372111157
N24,220000,240000,-7.69999410626335,53.409985598741
N25,220000,250000,-7.69935941161912,53.4998326207423
N26,220000,260000,-7.6987212889542,53.5896782784317
N27,220000,270000,-7.69807971329582,53.6795225731345
N28,220000,280000,-7.69743465942266,53.7693655061886
N29,220000,290000,-7.69678610186172,53.859207078945
N30,230000,2e+05,-7.55338531648646,53.0501170660384
N31,230000,210000,-7.55245313945984,53.1399680415971
N32,230000,220000,-7.55151596421794,53.229817641349
N33,230000,230000,-7.55057375473318,53.3196658665205
N34,230000,240000,-7.5496264746228,53.4095127183499
N35,230000,250000,-7.54867408714449,53.4993581980882
N36,230000,260000,-7.54771655519196,53.589202306999
N37,230000,270000,-7.54675384129052,53.6790450463581
N38,230000,280000,-7.54578590759242,53.7688864174537
N39,230000,290000,-7.54481271587234,53.8587264215864
N40,240000,2e+05,-7.40427649990317,53.0494634211078
N41,240000,210000,-7.4030334089487,53.1393122725043
N42,240000,220000,-7.40178365246995,53.2291597392396
N43,240000,230000,-7.40052718242441,53.3190058224733
N44,240000,240000,-7.39926395029597,53.4088505233768
N45,240000,250000,-7.39799390708908,53.4986938431336
N46,240000,260000,-7.39671700332293,53.5885357829386
N47,240000,270000,-7.39543318902535,53.6783763439987
N48,240000,280000,-7.39414241372688,53.7682155275324
N49,240000,290000,-7.39284462645449,53.8580533347699
N50,250000,2e+05,-7.2551743011991,53.0486229231915
N51,250000,210000,-7.25362034389047,53.138469043056
N52,250000,220000,-7.25205805421641,53.2283137668744
N53,250000,230000,-7.25048737212523,53.3181570957208
N54,250000,240000,-7.24890823697326,53.4079990306806
N55,250000,250000,-7.24732058751765,53.4978395728499
N56,250000,260000,-7.24572436190896,53.5876787233359
N57,250000,270000,-7.24411949768372,53.6775164832567
N58,250000,280000,-7.24250593175683,53.7673528537411
N59,250000,290000,-7.24088360041385,53.8571878359288
N60,260000,2e+05,-7.106080375304,53.0475955933996
N61,260000,210000,-7.10421561110691,53.1374383745024
N62,260000,220000,-7.10234084828806,53.2272797456448
N63,260000,230000,-7.10045601479367,53.317119707797
N64,260000,240000,-7.09856103785981,53.4069582619387
N65,260000,250000,-7.09665584400364,53.4967954090598
N66,260000,260000,-7.09474035901462,53.58663115016
N67,260000,270000,-7.09281450794552,53.676465486249
N68,260000,280000,-7.09087821510332,53.7662984183459
N69,260000,290000,-7.08893140404,53.85612994748
N70,270000,2e+05,-6.95699637656983,53.0463814575338
N71,270000,210000,-6.95482087683505,53.1362202928157
N72,270000,220000,-6.95263371292373,53.2260577016958
N73,270000,230000,-6.95043480078862,53.3158936850207
N74,270000,240000,-6.9482240555542,53.4057282436458
N75,270000,250000,-6.94600139150652,53.4955613784352
N76,270000,260000,-6.94376672208288,53.5853930902619
N77,270000,270000,-6.94151995986139,53.6752233800071
N78,270000,280000,-6.93926101655035,53.7650522485608
N79,270000,290000,-6.9369898029775,53.8548796968213
N80,280000,2e+05,-6.80792395865551,53.0449805460843
N81,280000,210000,-6.80543780661034,53.1348148286884
N82,280000,220000,-6.8029383256521,53.2246476659234
N83,280000,230000,-6.80042541975009,53.3144790584938
N84,280000,240000,-6.79789899192736,53.4043090071114
N85,280000,250000,-6.79535894424912,53.4941375124953
N86,280000,260000,-6.79280517781097,53.5839645753721
N87,280000,270000,-6.79023759272697,53.6737901964752
N88,280000,280000,-6.78765608811752,53.7636143765453
N89,280000,290000,-6.78506056209704,53.8534371163299
N90,290000,2e+05,-6.65886477441155,53.043392894228
N91,290000,210000,-6.65606806514999,53.1332220175303
N92,290000,220000,-6.65325636317363,53.2230496739727
N93,290000,230000,-6.65042956047973,53.3128758640986
N94,290000,240000,-6.64758754800151,53.4027005884572
N95,290000,250000,-6.6447302155951,53.4925238476034
N96,290000,260000,-6.64185745202636,53.5823456420979
N97,290000,270000,-6.6389691449574,53.6721659725066
N98,290000,280000,-6.63606518093302,53.7619848394012
N99,290000,290000,-6.63314544536681,53.8518022433584
O00,3e+05,2e+05,-6.50982047576497,53.0416185418248
O01,3e+05,210000,-6.50671331623647,53.1314418994652
O02,3e+05,220000,-6.5035895012426,53.2212637662339
O03,3e+05,230000,-6.50044891082142,53.3110841424942
O04,3e+05,240000,-6.49729142382934,53.4009030286137
O05,3e+05,250000,-6.49411691792667,53.4907204249639
O06,3e+05,260000,-6.49092526956292,53.58053633192
O07,3e+05,270000,-6.48771635396192,53.6703507498611
O08,3e+05,280000,-6.48449004510666,53.7601636791699
O09,3e+05,290000,-6.48124621572393,53.8499751202323
O10,310000,2e+05,-6.36079271360433,53.0396575334148
O11,310000,210000,-6.35737522260111,53.1294745193281
O12,310000,220000,-6.35393941454929,53.2192899878394
O13,310000,230000,-6.35048515754199,53.3091039391134
O14,310000,240000,-6.34701231837329,53.3989163733168
O15,310000,250000,-6.34352076252235,53.4887272906185
O16,310000,260000,-6.34001035413726,53.5785366911891
O17,310000,270000,-6.33648095601866,53.668344575201
O18,310000,280000,-6.33293242960309,53.7581509428282
O19,310000,290000,-6.32936463494615,53.8479557942459
O20,320000,2e+05,-6.21178313766493,53.0375099182141
O21,320000,210000,-6.20805544580796,53.1273199266609
O22,320000,220000,-6.20430777660245,53.2171283886601
O23,320000,230000,-6.20053998621227,53.3069353041587
O24,320000,240000,-6.19675192938509,53.3967406731039
O25,320000,250000,-6.19294345943506,53.4865444954426
O26,320000,260000,-6.18911442822523,53.5763467711215
O30,330000,2e+05,-6.06279339641427,53.0351757501104
O31,330000,210000,-6.05875564613777,53.1249781757082
O33,330000,230000,-6.05061508108823,53.304578292598
O35,330000,250000,-6.04238671737033,53.4841720951406
Q20,20000,1e+05,-10.6289984167551,52.1230422499776
Q30,30000,1e+05,-10.483136151032,52.1262053591759
Q31,30000,110000,-10.4881420223101,52.2159885500922
Q40,40000,1e+05,-10.3372477301775,52.1291881536351
Q41,40000,110000,-10.341960127018,52.218980949925
Q50,50000,1e+05,-10.1913346834427,52.1319905610094
Q51,50000,110000,-10.1957534336906,52.2217923830065
Q60,60000,1e+05,-10.0453985417095,52.1346125133068
Q61,60000,110000,-10.0495234838731,52.2244227809063
Q63,60000,130000,-10.0578386613847,52.4040384944794
Q64,60000,140000,-10.0620292027158,52.4938439394287
Q70,70000,1e+05,-9.8994408373905,52.1370539468951
Q71,70000,110000,-9.90327182065957,52.2268720795817
Q72,70000,120000,-9.90712297301286,52.31668863689
Q73,70000,130000,-9.91099443590896,52.4065036185411
Q74,70000,140000,-9.91488635216678,52.4963170242557
Q75,70000,150000,-9.91879886598182,52.5861288537542
Q80,80000,1e+05,-9.75346310432746,52.1393148025068
Q81,80000,110000,-9.75699998859037,52.2291402193827
Q82,80000,120000,-9.76055549603585,52.3189640902095
Q83,80000,130000,-9.76412975730543,52.4087864149231
Q84,80000,140000,-9.76772290429726,52.4986071934613
Q85,80000,150000,-9.77133507018113,52.5884264257633
Q86,80000,160000,-9.77496638941365,52.6782441117699
Q90,90000,1e+05,-9.6074668776908,52.1413950252439
Q91,90000,110000,-9.61070953355026,52.2312271450571
Q92,90000,120000,-9.61396926544883,52.3210577458162
Q93,90000,130000,-9.61724619319623,52.410886827655
Q94,90000,140000,-9.62054043775482,52.5007143907111
Q95,90000,150000,-9.62385212125344,52.5905404351253
Q96,90000,160000,-9.62718136700132,52.6803649610419
Q97,90000,170000,-9.6305282995023,52.7701879686081
R00,1e+05,1e+05,-9.46145369387806,52.1432945645826
R01,1e+05,110000,-9.46440200266567,52.2331328057549
R02,1e+05,120000,-9.46736583920988,52.3229695525311
R03,1e+05,130000,-9.47034531247501,52.4128048052258
R04,1e+05,140000,-9.47334053247387,52.502638564159
R05,1e+05,150000,-9.47635161028035,52.592470829656
R06,1e+05,160000,-9.47937865804213,52.6823016020468
R07,1e+05,170000,-9.48242178899358,52.7721308816666
R08,1e+05,180000,-9.48548111746881,52.8619586688554
R09,1e+05,190000,-9.48855675891498,52.9517849639577
R10,110000,1e+05,-9.31542509041242,52.1450133743775
R11,110000,110000,-9.31807894420208,52.2348571550326
R12,110000,120000,-9.3207467764297,52.32469946361
R13,110000,130000,-9.3234286852018,52.4145403005879
R14,110000,140000,-9.32612476956913,52.5043796664516
R15,110000,150000,-9.32883512953794,52.5942175616931
R16,110000,160000,-9.33155986608144,52.6840539868108
R17,110000,170000,-9.33429908115144,52.7738889423099
R18,110000,180000,-9.33705287769009,52.863722428702
R19,110000,190000,-9.33982135964187,52.953554446505
R20,120000,1e+05,-9.16938260584098,52.1465514128647
R21,120000,110000,-9.17174190746109,52.2364001508568
R22,120000,120000,-9.17411363726743,52.3262474367475
R23,120000,130000,-9.17649788249765,52.4160932711614
R24,120000,140000,-9.1788947312291,52.5059376547318
R25,120000,150000,-9.18130427238894,52.5957805881
R26,120000,160000,-9.18372659576433,52.6856220719153
R27,120000,170000,-9.18616179201269,52.7754621068349
R28,120000,180000,-9.18860995267229,52.8653006935241
R29,120000,190000,-9.19107117017279,52.9551378326558
R30,130000,1e+05,-9.02332777963294,52.1479086426661
R31,130000,110000,-9.02539244267733,52.2377617556079
R32,130000,120000,-9.02746798282643,52.3276134340801
R33,130000,130000,-9.02955447643905,52.4174636788371
R34,130000,140000,-9.03165200060915,52.5073124906426
R35,130000,150000,-9.0337606331746,52.5971598702696
R36,130000,160000,-9.03588045272615,52.6870058185005
R37,130000,170000,-9.03801153861641,52.776850336127
R38,130000,180000,-9.04015397096906,52.8666934239499
R39,130000,190000,-9.04230783068819,52.9565350827792
R40,140000,1e+05,-8.87726215207752,52.1490850307918
R41,140000,110000,-8.87903210091526,52.2389419360828
R42,140000,120000,-8.88081137504971,52.3287974221901
R43,140000,130000,-8.88260003995223,52.4186514899802
R44,140000,140000,-8.88439816172458,52.50850414033
R45,140000,150000,-8.88620580710641,52.598355374127
R46,140000,160000,-8.88802304348303,52.6882051922689
R47,140000,170000,-8.88984993889302,52.7780535956638
R48,140000,180000,-8.89168656203623,52.8679005852302
R49,140000,190000,-8.89353298228168,52.9577461618968
R50,150000,1e+05,-8.73118726418183,52.1500805486433
R51,150000,110000,-8.73266243396573,52.2399406634981
R52,150000,120000,-8.73414537661542,52.3297993721075
R53,150000,130000,-8.73563614670734,52.4196566754327
R54,150000,140000,-8.7371347993435,52.5095125744465
R55,150000,150000,-8.73864139015774,52.5993670701331
R56,150000,160000,-8.7401559753221,52.6892201634879
R57,150000,170000,-8.74167861155333,52.7790718555178
R58,150000,180000,-8.7432093561194,52.8689221472407
R59,150000,190000,-8.74474826684619,52.9587710396859
R60,160000,1e+05,-8.58510465756857,52.1508951720152
R61,160000,110000,-8.58628499424254,52.2407579134923
R62,160000,120000,-8.58747155083201,52.3306192593128
R63,160000,130000,-8.58866437101237,52.4204792105158
R64,160000,140000,-8.58986349887957,52.5103377681526
R65,160000,150000,-8.59106897895522,52.6001949332864
R66,160000,160000,-8.5922808561917,52.6900507069928
R67,160000,170000,-8.59349917597729,52.7799050903591
R68,160000,180000,-8.59472398414145,52.8697580844849
R69,160000,190000,-8.59595532696016,52.9596096904818
R70,170000,1e+05,-8.43901587437366,52.1515288810978
R71,170000,110000,-8.43990133467878,52.2413936661275
R72,170000,120000,-8.44079146153351,52.3312570637392
R73,170000,130000,-8.44168628770716,52.4211190750325
R74,170000,140000,-8.44258584628462,52.5109797011196
R75,170000,150000,-8.44349017067019,52.6008389431256
R76,170000,160000,-8.44439929459135,52.6906968021881
R77,170000,170000,-8.4453132521027,52.7805532794573
R78,170000,180000,-8.44623207758987,52.8704083760962
R79,170000,190000,-8.44715580577352,52.9602620932803
R80,180000,1e+05,-8.29292245714375,52.1519816604784
R81,180000,110000,-8.2935130086232,52.2418479058915
R82,180000,120000,-8.29410667297449,52.3317127697738
R83,180000,130000,-8.29470347205715,52.4215762532684
R84,180000,140000,-8.29530342794122,52.5114383575311
R85,180000,150000,-8.29590656290984,52.6012990837309
R86,180000,160000,-8.29651289946175,52.6911584330499
R87,180000,170000,-8.2971224603139,52.7810164066833
R88,180000,180000,-8.29773526840407,52.8708730058393
R89,180000,190000,-8.29835134689357,52.9607282317393
R90,190000,1e+05,-8.14682594873367,52.1522534991428
R91,190000,110000,-8.1471215697364,52.2421206216986
R92,190000,120000,-8.14741874972513,52.3319863662594
R93,190000,130000,-8.14771749964713,52.4218507339938
R94,190000,140000,-8.14801783055511,52.511713726084
R95,190000,150000,-8.14831975360846,52.6015753437255
R96,190000,160000,-8.1486232800746,52.6914355881271
R97,190000,170000,-8.14892842133019,52.7812944605109
R98,190000,180000,-8.14923518886251,52.8711519621124
R99,190000,190000,-8.1495435942708,52.9610080941802
S00,2e+05,1e+05,-8.00072789220388,52.1523443904757
S01,2e+05,110000,-8.00072857188701,52.2422118068911
S02,2e+05,120000,-8.00072925656612,52.3320778464947
S03,2e+05,130000,-8.00072994627498,52.4219425104641
S04,2e+05,140000,-8.00073064104765,52.51180579999
S05,2e+05,150000,-8.00073134091856,52.6016677162768
S06,2e+05,160000,-8.00073204592244,52.6915282605422
S07,2e+05,170000,-8.0007327560944,52.7813874340175
S08,2e+05,180000,-8.00073347146988,52.8712452379471
S09,2e+05,190000,-8.00073419208465,52.961101673589
S10,210000,1e+05,-7.85462983071777,52.1522543322618
S11,210000,110000,-7.85433556904787,52.2421214592392
S12,210000,120000,-7.85403975838361,52.3319872082359
S13,210000,130000,-7.85374238784523,52.4218515804205
S14,210000,140000,-7.85344344644817,52.5117145769755
S15,210000,150000,-7.85314292310187,52.6015761990964
S16,210000,160000,-7.85284080660841,52.691436447992
S17,210000,170000,-7.85253708566129,52.7812953248847
S18,210000,180000,-7.85223174884412,52.87115283101
S19,210000,190000,-7.85192478462923,52.9610089676168
S20,220000,1e+05,-7.70853330743907,52.1519833266858
S21,220000,110000,-7.70794411519214,52.2418495809418
S22,220000,120000,-7.70735182006406,52.3317144536957
S23,220000,130000,-7.70675640026276,52.4215779460906
S24,220000,140000,-7.70615783378636,52.5114400592825
S25,220000,150000,-7.70555609842051,52.6013007944408
S26,220000,160000,-7.70495117173597,52.6911601527478
S27,220000,170000,-7.70434303108596,52.7810181353988
S28,220000,180000,-7.70373165360355,52.8708747436023
S29,220000,190000,-7.703117016199,52.9607299785798
S30,230000,1e+05,-7.56243986542918,52.1515313803319
S31,230000,110000,-7.56155576418945,52.2413961786256
S32,230000,120000,-7.56066700638915,52.3312595895442
S33,230000,130000,-7.55977355932644,52.4211216141874
S34,230000,140000,-7.55887538998456,52.510982253668
S35,230000,150000,-7.55797246502799,52.6008415091112
S36,230000,160000,-7.55706475079871,52.690699381655
S37,230000,170000,-7.55615221331229,52.7805558724501
S38,230000,180000,-7.55523481825392,52.8704109826597
S39,230000,190000,-7.55431253097448,52.9602647134597
S40,240000,1e+05,-7.41635104754456,52.1508985041838
S41,240000,110000,-7.41517206970201,52.2407612633454
S42,240000,120000,-7.41398688193071,52.3306226269075
S43,240000,130000,-7.41279544062274,52.4204825959095
S44,240000,140000,-7.41159770175022,52.5103411714032
S45,240000,150000,-7.4103936208603,52.6001983544525
S46,240000,160000,-7.40918315307006,52.690054146133
S47,240000,170000,-7.40796625306134,52.7799085475329
S48,240000,180000,-7.40674287507546,52.869761559752
S49,240000,190000,-7.40551297290796,52.9596131839024
S50,250000,1e+05,-7.27026839633412,52.1500847136235
S51,250000,110000,-7.26879458508085,52.2399448505825
S52,250000,120000,-7.26731301094563,52.3298035813673
S53,250000,130000,-7.26582361941942,52.4196609069398
S54,250000,140000,-7.26432635546826,52.5095168282733
S55,250000,150000,-7.26282116352705,52.5993713463527
S56,250000,160000,-7.26130798749314,52.6892244621738
S57,250000,170000,-7.25978677071987,52.779076176744
S58,250000,180000,-7.25825745601004,52.868926491082
S59,250000,190000,-7.25671998560924,52.9587754062175
S60,260000,1e+05,-7.12419345393664,52.14909002843
S61,260000,110000,-7.12242486326199,52.2389469602438
S62,260000,120000,-7.12064695727089,52.3288024729594
S63,260000,130000,-7.11885967055932,52.4186565674441
S64,260000,140000,-7.11706293709357,52.5085092445755
S65,260000,150000,-7.11525669020263,52.5983605052415
S66,260000,160000,-7.11344086257058,52.6882103503406
S67,260000,170000,-7.11161538622886,52.7780587807817
S68,260000,180000,-7.10978019254836,52.867905797484
S69,260000,190000,-7.10793521223147,52.9577514013767
S70,270000,1e+05,-6.9781277619784,52.1479144727778
S71,270000,110000,-6.97606445666282,52.2377676166599
S72,270000,120000,-6.97399028421856,52.3276193261723
S73,270000,130000,-6.97190516835412,52.41746960207
S74,270000,140000,-6.96980903204349,52.5073184451174
S75,270000,150000,-6.96770179751743,52.5971658560886
S76,270000,160000,-6.9655833862545,52.6870118357666
S77,270000,170000,-6.96345371897209,52.776856384944
S78,270000,180000,-6.96131271561717,52.8666995044222
S79,270000,190000,-6.95916029535703,52.9565411950122
S80,280000,1e+05,-6.83207286147066,52.1465580752348
S81,280000,110000,-6.82971491707842,52.2364068485834
S82,280000,120000,-6.82734455447108,52.3262541699445
S83,280000,130000,-6.82496168647827,52.4161000399439
S84,280000,140000,-6.82256622509052,52.5059444592156
S85,280000,150000,-6.82015808144925,52.5957874284017
S86,280000,160000,-6.81773716583655,52.6856289481524
S87,280000,170000,-6.81530338766491,52.775469019126
S88,280000,180000,-6.81285665546669,52.8653076419886
S89,280000,190000,-6.81039687688352,52.9551448174142
S90,290000,1e+05,-6.68603029270748,52.1450208687602
S91,290000,110000,-6.68337779557812,52.2348646891865
S92,290000,120000,-6.68071132997641,52.3247070376632
S93,290000,130000,-6.67803079786302,52.4145479146697
S94,290000,140000,-6.67533610025503,52.5043873206922
S95,290000,150000,-6.67262713721471,52.5942252562237
S96,290000,160000,-6.66990380783802,52.6840617217637
S97,290000,170000,-6.667166010243,52.7738967178184
S98,290000,180000,-6.66441364155804,52.8637302449003
S99,290000,190000,-6.66164659790989,52.9535623035285
T00,3e+05,1e+05,-6.54000159516352,52.1433028907016
T01,3e+05,110000,-6.53705464240209,52.2331411760579
T02,3e+05,120000,-6.53409217184348,52.3229779671604
T03,3e+05,130000,-6.53111407459051,52.4128132643251
T04,3e+05,140000,-6.52812024069813,52.5026470678729
T05,3e+05,150000,-6.52511055916086,52.5924793781302
T06,3e+05,160000,-6.52208491790013,52.6823101954283
T07,3e+05,170000,-6.51904320375136,52.7721395201034
T08,3e+05,180000,-6.51598530245088,52.8619673524965
T09,3e+05,190000,-6.51291109862268,52.9517936929536
T10,310000,1e+05,-6.39398830739198,52.141404182792
T11,310000,110000,-6.39074700685808,52.2312363512001
T12,310000,120000,-6.38748864023769,52.3210670007107
T13,310000,130000,-6.38421308778811,52.4108961314589
T14,310000,140000,-6.38092022861467,52.5007237435834
T15,310000,150000,-6.37760994065688,52.5905498372263
T16,310000,160000,-6.37428210067451,52.680374412533
T17,310000,170000,-6.37093658423342,52.7701974696522
T18,310000,180000,-6.36757326569118,52.8600190087354
T19,310000,190000,-6.36419201818247,52.9498390299372
T24,320000,140000,-6.23373764512648,52.4986173951457
T25,320000,150000,-6.23012687398603,52.5884366811425
T26,320000,160000,-6.22649695971376,52.6782544210199
T27,320000,170000,-6.22284776662036,52.7680706147211
T28,320000,180000,-6.21917915769918,52.8578852621903
T29,320000,190000,-6.21549099461041,52.9476983633727
T38,330000,180000,-6.07080460365753,52.8555661660456
T39,330000,190000,-6.06680966467508,52.9453717467945
V26,20000,60000,-10.6080766877727,51.7639326871692
V29,20000,90000,-10.6237269367988,52.0332674883139
V36,30000,60000,-10.4633724179834,51.7670554616518
V37,30000,70000,-10.468274747168,51.8568455035519
V39,30000,90000,-10.4781564351778,52.0364204535893
V44,40000,40000,-10.3094845859886,51.5903962083733
V45,40000,50000,-10.3140517518414,51.6801990475334
V46,40000,60000,-10.318642707147,51.7700002153682
V47,40000,70000,-10.3232576160967,51.8597997108911
V48,40000,80000,-10.3278966444381,51.94959753311
V49,40000,90000,-10.3325599594932,52.0393936810263
V54,50000,40000,-10.1653016361866,51.5931452094667
V55,50000,50000,-10.1695841843652,51.6829568619111
V56,50000,60000,-10.1738890429301,51.7727668777975
V57,50000,70000,-10.1782163659004,51.8625752563911
V58,50000,80000,-10.1825663087556,51.9523819969532
V59,50000,90000,-10.1869390284524,52.0421870987414
V64,60000,40000,-10.0210965288163,51.5957171882394
V65,60000,50000,-10.0250943067476,51.6855370874595
V66,60000,60000,-10.0291129145555,51.7753553826637
V67,60000,70000,-10.0331524960699,51.8651720733524
V68,60000,80000,-10.0372131964848,51.9549871590245
V69,60000,90000,-10.0412951623746,52.0448006391774
V72,70000,20000,-9.8695025196729,51.4184522052689
V73,70000,30000,-9.87317708471923,51.508282930928
V74,70000,40000,-9.87687073427785,51.5981120834476
V75,70000,50000,-9.88058359948271,51.6879396625456
V76,70000,60000,-9.88431581270611,51.7777656679407
V77,70000,70000,-9.88806750757316,51.8675900993527
V78,70000,80000,-9.89183881897654,51.9574129565018
V79,70000,90000,-9.89562988309139,52.0472342391089
V82,80000,20000,-9.72582319096159,51.4206558180752
V83,80000,30000,-9.72921564685527,51.5104936007917
V84,80000,40000,-9.73262572430419,51.6003298380489
V85,80000,50000,-9.73605354441268,51.6901645297641
V86,80000,60000,-9.73949922942894,51.7799976758574
V87,80000,70000,-9.74296290275846,51.8698292762517
V88,80000,80000,-9.74644468897759,51.9596593308724
V89,80000,90000,-9.74994471384736,52.0494878396474
V92,90000,20000,-9.58212636085975,51.4226833659905
V93,90000,30000,-9.58523658762927,51.51252764259
V94,90000,40000,-9.58836297186635,51.6023703992071
V95,90000,50000,-9.59150562463249,51.6922116359427
V96,90000,60000,-9.59466465803839,51.7820513529023
V97,90000,70000,-9.5978401852563,51.8718895501959
V98,90000,80000,-9.60103232053248,51.9617262279377
V99,90000,90000,-9.60424117919984,52.0515613862462
W02,1e+05,20000,-9.43841348349045,51.4245348009996
W03,1e+05,30000,-9.44124137111342,51.5143850080036
W04,1e+05,40000,-9.4440839510792,51.6042337182961
W05,1e+05,50000,-9.44694132439431,51.6940809321459
W06,1e+05,60000,-9.44981359301967,51.7839266498279
W07,1e+05,70000,-9.45270085988182,51.8737708716229
W08,1e+05,80000,-9.45560322888426,51.9636135978177
W09,1e+05,90000,-9.45852080491896,52.0534548287048
W12,110000,20000,-9.29468601400188,51.4262100792484
W13,110000,30000,-9.29723146241698,51.5160656529005
W14,110000,40000,-9.29979013710678,51.6059197509039
W15,110000,50000,-9.30236212901179,51.6957723736791
W16,110000,60000,-9.30494752993195,51.7856235216543
W17,110000,70000,-9.30754643253674,51.8754731952652
W18,110000,80000,-9.31015893037541,51.9653213949547
W19,110000,90000,-9.3127851178873,52.055168121173
W23,120000,30000,-9.15320832759254,51.5175695373403
W24,120000,40000,-9.15548300606752,51.6074284568362
W25,120000,50000,-9.15776952476416,51.6972859200921
W26,120000,60000,-9.16006796531133,51.7871419276734
W27,120000,70000,-9.16237841011125,51.8769964801543
W28,120000,80000,-9.16470094234851,51.9668495781175
W29,120000,90000,-9.16703564599935,52.0567012221543
W33,130000,30000,-9.00917343354215,51.5188966255763
W34,130000,40000,-9.01116403493923,51.6087598001195
W35,130000,50000,-9.0131649988001,51.6986215351824
W36,130000,60000,-9.0151763965736,51.7884818314516
W37,130000,70000,-9.01719830038556,51.8783406896235
W38,130000,80000,-9.01923078304674,51.9681981104043
W39,130000,90000,-9.02127391806089,52.05805409451
W43,140000,30000,-8.86512824792334,51.5200468860593
W44,140000,40000,-8.86683470146406,51.6099137490041
W45,140000,50000,-8.86855003904158,51.6997791869981
W46,140000,60000,-8.8702743219169,51.789643200833
W47,140000,70000,-8.8720076119315,51.8795057913112
W48,140000,80000,-8.8737499715142,51.969366959246
W49,140000,90000,-8.87550146368809,52.0592267054613
W53,150000,30000,-8.72107423905496,51.5210202914393
W54,150000,40000,-8.72249648405319,51.6108902759662
W55,150000,50000,-8.72392613408751,51.7007588478402
W56,150000,60000,-8.72536324022428,51.7906260079419
W57,150000,70000,-8.72680785401384,51.8804917571634
W58,150000,80000,-8.72826002749615,51.9703560964086
W59,150000,90000,-8.72971981320659,52.0602190265929
W64,160000,40000,-8.57815086169159,51.6116893577109
W65,160000,50000,-8.57929477311725,51.7015604942653
W66,160000,60000,-8.5804446509661,51.7914302291851
W67,160000,70000,-8.5816005364916,51.8812985634358
W68,160000,80000,-8.58276247133909,51.9711654979955
W69,160000,90000,-8.5839304975504,52.0610310338545
W74,170000,40000,-8.4337993138425,51.612310975173
W75,170000,50000,-8.4346574457941,51.702184107087
W76,170000,60000,-8.4355200541023,51.7920558452538
W77,170000,70000,-8.43638716971916,51.8819261906961
W78,170000,80000,-8.43725882389077,51.9717951444498
W79,170000,90000,-8.43813504816073,52.0616627075632
W86,180000,60000,-8.2905909499847,51.792502841125
W87,180000,70000,-8.2911692644474,51.8823746238252
W88,180000,80000,-8.2917506064001,51.9722450205552
W89,180000,90000,-8.29233499688467,52.0621140324052
W96,190000,60000,-8.14565883925914,51.7927712060629
W97,190000,70000,-8.14594833172467,51.8826438520185
W98,190000,80000,-8.14623934041701,51.972515115438
W99,190000,90000,-8.14653187587391,52.0623849974366
X06,2e+05,60000,-8.0007252227676,51.7928609336198
X07,2e+05,70000,-8.0007258827978,51.8827338687869
X08,2e+05,80000,-8.00072654769222,51.9726054225673
X09,2e+05,90000,-8.00072721748332,52.0624755960846
X17,210000,70000,-7.855503429013,51.8826446719573
X18,210000,80000,-7.85521375007701,51.9725159397562
X19,210000,90000,-7.85492255416952,52.0623858261482
X27,220000,70000,-7.71028248171678,51.8823762636726
X28,220000,80000,-7.709702469423,51.9722466691613
X29,220000,90000,-7.70911941838946,52.0621156897979
X38,230000,80000,-7.56419422748183,51.971797617283
X39,230000,90000,-7.56331934249897,52.0616651935758
X49,240000,90000,-7.4175238586513,52.0610343483954
X59,250000,90000,-7.2717344986958,52.0602231695399
X69,260000,90000,-7.12595279407653,52.0592316766617
X79,270000,90000,-6.98018027573099,52.0580598937804
X99,290000,90000,-6.68866891847138,52.055175575912
